Company,Ticker,Sector,PE Ratio,52 Week High,52 Week Low,Avg Volume,Market Cap
Six Flags Entertainment Corporation,FUN,Consumer Cyclical,,58.7,28.02,1604181,3276950016
"FrontView REIT, Inc.",FVR,Real Estate,,19.76,10.61,175126,215615040
Fiverr International Ltd.,FVRR,Communication Services,50.062504,36.11,19.3,691511,862898112
Sound Enhanced Fixed Income ETF,FXED,,11.443922,19.57,16.85,8775,
Genpact Limited,G,Technology,16.350878,56.76,30.38,1554159,8148988928
The Gabelli Equity Trust Inc.,GAB,Financial Services,7.824848,5.85,4.5,611250,1586736128
"General American Investors Company, Inc.",GAM,Financial Services,4.40703,55.44,41.8,27824,1116676864
"The Gap, Inc.",GAP,Consumer Cyclical,8.506818,30.59,16.99,9006083,7048143872
GATX Corporation,GATX,Industrials,18.53149,168.89,122,167147,5143572992
Global Blue Group Holding AG,GB,Technology,25.534485,8,4.294,726165,1476305280
Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust,GBAB,Financial Services,7.579081,18.52,14.35,102444,396775552
"Glacier Bancorp, Inc.",GBCI,Financial Services,23.291668,60.67,34.48,705640,4441451008
"Global Indemnity Group, LLC",GBLI,Financial Services,9.545,37,28.75,3760,424614880
"Global Business Travel Group, Inc.",GBTG,Consumer Cyclical,,9.6,5.3,760573,3071411456
"The Greenbrier Companies, Inc.",GBX,Industrials,6.6512,71.06,37.77,555808,1304857344
"Gannett Co., Inc.",GCI,Communication Services,,5.93,2.35,1552827,515791488
Genesco Inc.,GCO,Consumer Cyclical,,44.8,16.19,352378,206857744
"GCT Semiconductor Holding, Inc.",GCTS,Technology,,7,1.155,144257,70198656
The Gabelli Convertible and Income Securities Fund Inc.,GCV,Financial Services,8.802631,4.34,3.01,46086,66250400
General Dynamics Corporation,GD,Industrials,19.970673,316.9,239.2,1777240,73107251200
GoDaddy Inc.,GDDY,Technology,25.779503,216,120.23,1657952,23467923456
Harbor Dividend Growth Leaders ETF,GDIV,,24.814592,15.93,12.65,62524,
The GDL Fund,GDL,Financial Services,16.146326,8.4,7.71,15983,88956776
Western Asset Global Corporate Defined Opportunity Fund Inc.,GDO,Financial Services,6.250396,13.01,10.29,33937,83188624
Green Dot Corporation,GDOT,Financial Services,,13.58,6.12,1016155,415391648
The Gabelli Dividend & Income Trust,GDV,Financial Services,6.3768115,25.67,20.1,157759,1958737152
GE Aerospace,GE,Industrials,29.165026,214.21,148.83,5938542,1.89441E+11
"Greif, Inc.",GEF,Consumer Cyclical,14.071823,73.16,48.23,167475,2516385024
,GEF.B,,,,,,
"Genesis Energy, L.P.",GEL,Energy,,16.44,9.86,739796,1665510400
Genius Sports Limited,GENI,Communication Services,,11.158,4.91,3315744,2291620608
"The GEO Group, Inc.",GEO,Industrials,128.45454,36.46,11.75,2956777,4036545280
"Guess?, Inc.",GES,Consumer Cyclical,12.14935,27.41,8.48,1666498,484940736
"Getty Images Holdings, Inc.",GETY,Communication Services,17.5,4.485,1.25,1368424,723479744
GE Vernova Inc.,GEV,Utilities,55.45332,447.5,132.11,4461103,84429742080
"The New Germany Fund, Inc.",GF,Financial Services,8.02439,10.65,7.74,43588,160893824
Griffon Corporation,GFF,Industrials,13.148979,86.73,55.01,406586,3062364416
Gold Fields Limited,GFI,Basic Materials,17.405798,25.52,12.98,3888360,21498476544
GFL Environmental Inc.,GFL,Industrials,,49.45,30.565,2151736,17458298880
Greenfire Resources Ltd.,GFR,Energy,3.9918032,8.16,4.36,100867,340522080
Gerdau S.A.,GGB,Basic Materials,6.7702703,4.04,2.27,10831485,5049504256
Graco Inc.,GGG,Industrials,27.095747,92.86,72.06,929190,12847271936
The Gabelli Multimedia Trust Inc.,GGT,Financial Services,8.5,5.98,4,104555,147448112
The Gabelli Global Small and Mid Cap Value Trust,GGZ,Financial Services,12.197849,13.35,10.5,16367,91444096
Graham Holdings Company,GHC,Consumer Defensive,5.417641,1003.53,683,21637,3859444480
GreenTree Hospitality Group Ltd.,GHG,Consumer Cyclical,8.096154,3.48,2.05,18680,213750128
Greystone Housing Impact Investors LP,GHI,Financial Services,14.756579,15.9,10.12,47834,260980912
Guild Holdings Company,GHLD,Financial Services,8.044872,18.255,11.21,10672,776729536
Graham Corporation,GHM,Industrials,34.79518,52,24.78,115922,314875744
"PGIM Global High Yield Fund, Inc",GHY,Financial Services,7.1878786,13.66,11.29,241609,485357440
CGI Inc.,GIB,Technology,19.138376,122.79,92.85,324995,23254398976
Global Industrial Company,GIC,Industrials,13.4522295,41.38,20.79,122591,809134720
Gildan Activewear Inc.,GIL,Consumer Cyclical,16.400406,55.39,32.23,668922,6125016576
"General Mills, Inc.",GIS,Consumer Defensive,12.668131,75.9,55.15,6116531,31563722752
"STRATS Trust for United States Cellular Corp. Securities, Series 2004-6 STRATS 6.375",GJH,,,9.95,8.49,688,
Strats Trust Wal Mart Stores Inc. STRT CTF 05-4,GJO,,,25.6,24,1224,
"STRATS Trust For Dominion Resources Inc. Securities, Series 2005-6",GJP,,,27.82,23.15,227,
Strats Trust For Procter &amp; Gambel Security CTF 2006-1,GJR,,,28.1,24.46,931,
"STRATS Trust for Goldman Sachs Group Securities, Series 2006-2",GJS,,,23.32,22.02,832,
"Strats(SM) Trust For Allstate Corp Securities, Series 2006-3 06-3 ASSET BKD",GJT,,,23.16,22.05,586,
Glaukos Corporation,GKOS,Healthcare,,163.71,77.91,954975,5009867264
Globe Life Inc.,GL,Financial Services,9.768845,133.76,66.25,680498,9709440000
Globant S.A.,GLOB,Technology,27.842741,238.32,96.23,964390,4562862080
Global Partners LP,GLP,Energy,20.196472,60,37,87403,1638754048
Corning Incorporated,GLW,Technology,69.49138,55.33,31.2,6754534,34532397056
General Motors Company,GM,Consumer Cyclical,6.9034534,61.24,38.96,15370267,43755208704
GameStop Corp.,GME,Consumer Cyclical,79.0303,64.83,10.01,9675867,11659951104
"Globus Medical, Inc.",GMED,Healthcare,91.78666,94.93,49.33,1291108,9468390400
Global Medical REIT Inc.,GMRE,Real Estate,736.5,10.46,6.75,521865,1001617792
GMS Inc.,GMS,Industrials,19.082191,105.54,65.77,447222,2673800960
Genie Energy Ltd.,GNE,Utilities,25.947369,17.93,13.05,70327,399594752
Genco Shipping & Trading Limited,GNK,Industrials,6.98,23.43,11.2,721304,524750304
"Global Net Lease, Inc.",GNL,Real Estate,,9.105,6.51,1830760,1735381120
Generac Holdings Inc.,GNRC,Industrials,19.638475,195.94,99.5,939706,6298516992
"GAMCO Natural Resources, Gold & Income Trust",GNT,Financial Services,18.703125,6.16,5.02,54052,96945032
"Guaranty Bancshares, Inc.",GNTY,Financial Services,14.627738,42.95,27.01,35113,454976160
"Genworth Financial, Inc.",GNW,Financial Services,9.078571,7.9,5.87,5731654,2642910976
Guggenheim Strategic Opportunities Fund,GOF,Financial Services,6.620283,16.08,12.26,1263516,2279368192
Barrick Gold Corporation,GOLD,Basic Materials,16.657541,21.35,15.11,25794849,34952761344
Acushnet Holdings Corp.,GOLF,Consumer Cyclical,17.516321,76.65,55.31,624986,3537608704
Canada Goose Holdings Inc.,GOOS,Consumer Cyclical,15.28302,14.75,6.73,1067880,781079808
Gaotu Techedu Inc.,GOTU,Consumer Defensive,,8.435,1.87,2770373,666483712
Genuine Parts Company,GPC,Consumer Cyclical,17.244976,163.86,104.01,1682313,15484601344
"Group 1 Automotive, Inc.",GPI,Consumer Cyclical,10.411605,490.09,265.32,184142,4984438784
Georgia Power Company 5% JR SUB NT 77,GPJA,,0.13191153,25.655,21,19685,198659184
Graphic Packaging Holding Company,GPK,Consumer Cyclical,11.319445,30.7,23.03,2748757,7377885184
Granite Point Mortgage Trust Inc.,GPMT,Real Estate,,4.54,1.66,386629,81336416
Global Payments Inc.,GPN,Industrials,10.728896,127.66,66.07,2702855,16249944064
Gulfport Energy Corporation,GPOR,Energy,,201.18,130.02,247447,2988981248
GeoPark Limited,GPRK,Energy,3.4723756,11.72,5.66,823088,322482080
"Green Brick Partners, Inc.",GRBK,Consumer Cyclical,6.4059176,84.66,50.57,332486,2408687616
The Gorman-Rupp Company,GRC,Industrials,21.24183,43.79,30.47,71654,852393728
"Guardian Pharmacy Services, Inc.",GRDN,Healthcare,,25.735,14.16,79580,1458769920
Garmin Ltd.,GRMN,Technology,25.297602,246.5,139.65,1092340,35531726848
Grindr Inc.,GRND,Technology,,19.662,8.95,1873936,3956674048
"Granite Ridge Resources, Inc.",GRNT,Energy,33.964287,7.1,4.52,493447,623546944
"Grove Collaborative Holdings, Inc.",GROV,Consumer Defensive,,1.95,1.022,103150,48031832
,GRP.U,,,,,,
TCW Compounders ETF,GRW,,39.93492,39.22,29.35,18396,
The Gabelli Healthcare & Wellness Trust,GRX,Financial Services,463.06,11.24,9.03,22801,143531008
"The Goldman Sachs Group, Inc.",GS,Financial Services,11.595824,672.19,404.57,3076363,1.55327E+11
"Goldman Sachs BDC, Inc.",GSBD,Financial Services,18.726,15.94,9.51,926221,1208077056
GSK plc,GSK,Healthcare,21.98485,45.93,31.72,5530588,73492070400
"Global Ship Lease, Inc.",GSL,Industrials,2.071303,30.32,17.73,423495,715776192
Gates Industrial Corporation plc,GTES,Industrials,22.040539,23.85,14.696,2865539,4165802240
"Chart Industries, Inc.",GTLS,Industrials,28.097122,220.03,101.6,757832,5264949760
"Gray Media, Inc.",GTN,Communication Services,0.9360119,7.41,2.91,1622301,352979072
,GTN.A,,,,,,
Getty Realty Corp.,GTY,Real Estate,22.6,33.85,25.7,381539,1554532480
Guggenheim Active Allocation Fund,GUG,,5.852459,16.88,13.9,82034,470955808
The Gabelli Utility Trust,GUT,Financial Services,10.26,6.25,4.71,239008,452625568
Granite Construction Incorporated,GVA,Industrials,28.52481,105.2,53.16,725767,3246084864
"ESS Tech, Inc.",GWH,Industrials,,14.1,1.985,70542,24026044
"Guidewire Software, Inc.",GWRE,Technology,,219.59,107.52,1241442,15311583232
"W.W. Grainger, Inc.",GWW,Industrials,25.144186,1227.66,874.98,292627,46874628096
"GXO Logistics, Inc.",GXO,Industrials,29.42857,63.33,30.46,1719500,3939313152
Arrow Dow Jones Global Yield ETF,GYLD,,9.901169,13.75,11.88,8450,
Hyatt Hotels Corporation,H,Consumer Cyclical,8.175099,168.2,102.43,973052,9868862464
Haemonetics Corporation,HAE,Healthcare,22.13386,97.97,55.3,1006934,2824352256
Hafnia Limited,HAFN,Industrials,2.8166666,8.99,3.609,2883552,2104007808
Halliburton Company,HAL,Energy,7.6766787,39.37,18.72,12721272,18726537216
"HA Sustainable Infrastructure Capital, Inc.",HASI,Financial Services,14.339506,36.56,21.98,1252863,2833270016
"Hayward Holdings, Inc.",HAYW,Industrials,21.259258,16.87,11.1,1950606,2481861120
Hamilton Beach Brands Holding Company,HBB,Consumer Cyclical,7.9727273,31.78,14.34,43016,241736288
Hanesbrands Inc.,HBI,Consumer Cyclical,,9.1,4.02,8069085,1525430912
Hudbay Minerals Inc.,HBM,Basic Materials,33.975,10.49,5.95,7971350,2684018176
"HCA Healthcare, Inc.",HCA,Healthcare,14.325761,417.14,289.98,1730827,77630267392
"Warrior Met Coal, Inc.",HCC,Basic Materials,10.016702,75.53,38,995668,2521795072
"HCI Group, Inc.",HCI,Financial Services,15.961236,151.88,83.65,130534,1529463552
"Hercules Capital, Inc.",HCXY,,19.495031,25.98,24.35,1106,1325784320
"The Home Depot, Inc.",HD,Consumer Cyclical,23.030853,439.37,323.77,3806622,3.41305E+11
HDFC Bank Limited,HDB,Financial Services,23.504791,75.325,54.99,3106209,1.87657E+11
"Hawaiian Electric Industries, Inc.",HE,Utilities,,18.19,7.61,2870955,1756178688
HEICO Corporation,HEI,Industrials,58.383812,283.6,197.98,552629,28862070784
John Hancock Diversified Income Fund,HEQ,Financial Services,9.558824,11.12,9.23,29939,117914552
Hess Corporation,HES,Energy,13.937569,163.98,123.79,2079890,38669938688
Hess Midstream LP,HESM,Energy,14.558233,44.05,32.75,1350826,8268299264
DGA Core Plus Absolute Return ETF,HF,,23.772152,23.502,19.901,2060,
Highland Funds I - Highland Opportunities and Income Fund,HFRO,Financial Services,,6.744,4.24,315713,269295904
"Hamilton Insurance Group, Ltd.",HG,Financial Services,4.852861,21.68,13.2,552440,1814874624
Harbor Commodity All-Weather Strategy ETF,HGER,,,24.29,21.26,185137,
Highland Global Allocation Fund,HGLB,,5.363623,8.44,6.62,108183,170242880
"Hagerty, Inc.",HGTY,Financial Services,84.6,12.35,8.03,62624,2885494528
Hilton Grand Vacations Inc.,HGV,Consumer Cyclical,72.799995,45.48,30.59,1040549,3100914176
Howard Hughes Holdings Inc.,HHH,Real Estate,11.194188,87.77,57.311726,430549,3233119232
"Hillenbrand, Inc.",HI,Industrials,,49.95,18.36,501121,1423900416
"The Hartford Insurance Group, Inc.",HIG,Financial Services,11.047681,125.08,94.47,1791416,32633063424
"Huntington Ingalls Industries, Inc.",HII,Industrials,15.476719,285.81,158.88,848073,8477047296
"Hims & Hers Health, Inc.",HIMS,Consumer Defensive,48.20755,72.98,11.2,25052447,5676341248
Western Asset High Income Opportunity Fund Inc.,HIO,Financial Services,7.3113728,4.15,3.36,578229,354605888
Hippo Holdings Inc.,HIPO,Financial Services,,35.44,14.58,194811,578384000
"Highwoods Properties, Inc.",HIW,Real Estate,28.595743,36.78,24.03,1072572,2955402240
Western Asset High Income Fund II Inc.,HIX,Financial Services,4.651279,4.54,3.65,463240,360149024
AMTD Digital Inc.,HKD,Technology,8.13087,5.8,1.65,312470,587733184
Hecla Mining Company,HL,Basic Materials,97.416664,7.68,4.41,20991954,3695852032
Herbalife Ltd.,HLF,Consumer Defensive,2.552,12.79,5.04,2593644,646555584
"Houlihan Lokey, Inc.",HLI,Financial Services,28.467495,192.1,123.53,443472,10443507712
"Helios Technologies, Inc.",HLIO,Industrials,21.632479,57.29,24.76,217280,842724288
Holley Inc.,HLLY,Consumer Cyclical,,4.275,1.931,434880,236541344
Haleon plc,HLN,Healthcare,24.756098,10.8,8.12,11246780,45792837632
Hilton Worldwide Holdings Inc.,HLT,Consumer Cyclical,32.717075,275.22,194.12,2279791,48212733952
"Helix Energy Solutions Group, Inc.",HLX,Energy,18.166666,13.05,5.77,1835693,991006208
"Honda Motor Co., Ltd.",HMC,Consumer Cyclical,6.334061,34.99,23.41,1206559,42544037888
Horace Mann Educators Corporation,HMN,Financial Services,15.71371,43.69,31.81,230373,1595985280
Harmony Gold Mining Company Limited,HMY,Basic Materials,19.78409,18.77,7.97,7462726,10832205824
HNI Corporation,HNI,Consumer Cyclical,13.968749,58.42,39.76,367703,1886622080
"Harley-Davidson, Inc.",HOG,Consumer Cyclical,6.375,40.14,20.45,2700595,2712806912
"Home Bancshares, Inc. (Conway, AR)",HOMB,Financial Services,12.564594,32.91,22.42,1143898,5204889600
Anywhere Real Estate Inc.,HOUS,Real Estate,,5.95,2.71,1148455,320851648
"Hovnanian Enterprises, Inc.",HOV,Consumer Cyclical,2.82045,240.34,81.15,82218,548940032
"Helmerich & Payne, Inc.",HP,Energy,6.3993397,42.68,17.82,1888811,1926951040
Hewlett Packard Enterprise Company,HPE,Technology,7.0456734,24.66,11.965,21532963,19250515968
John Hancock Preferred Income Fund II,HPF,Financial Services,6.5958695,19,14.56,37280,327101760
John Hancock Preferred Income Fund,HPI,Financial Services,7.849793,19.43,14.61,44109,405043968
"Hudson Pacific Properties, Inc.",HPP,Real Estate,,6.29,2,2819539,319068224
HP Inc.,HPQ,Technology,8.437051,39.8,21.21,8603870,22111098880
John Hancock Preferred Income Fund III,HPS,Financial Services,8.152941,17.25,13.08,61559,444262880
Abrdn Healthcare Investors,HQH,Financial Services,4.2946177,19.79,13.77,204411,790289280
Abrdn Life Sciences Investors,HQL,Financial Services,3.875,15.9,10.55,133314,330563296
Healthcare Realty Trust Incorporated,HR,Real Estate,,18.9,13.86,2686062,5500125184
"H&R Block, Inc.",HRB,Consumer Cyclical,16.994383,68.45,45.87,1681026,8097864704
Herc Holdings Inc.,HRI,Industrials,14.689189,246.88,108.7,558716,3096264960
Hormel Foods Corporation,HRL,Consumer Defensive,21.89855,36.86,27.59,3285257,16618371072
"Heritage Insurance Holdings, Inc.",HRTG,Financial Services,9.349105,19.5999,6.14,233460,575176384
HSBC Holdings plc,HSBC,Financial Services,8.345161,61.88,39.42,3033604,1.82785E+11
Himalaya Shipping Ltd.,HSHP,Industrials,9.375,9.76,4.29,190898,209475008
The Hershey Company,HSY,Consumer Defensive,15.193962,211.92,140.13,1921347,33639641088
"HomeTrust Bancshares, Inc.",HTB,Financial Services,10.390625,38.99,24.46,43054,583557440
John Hancock Tax-Advantaged Dividend Income Fund,HTD,Financial Services,2.9500136,24.14,19.05,65329,770344000
Horizon Technology Finance Corporation,HTFB,,20.294119,26.11,23.85,4634,
,HTFC,,,24.83,23.647,3667,
"Hercules Capital, Inc.",HTGC,Financial Services,10.621119,22.04,15.65,1334316,2960950784
Hilltop Holdings Inc.,HTH,Financial Services,16.321838,35.32,26.67,407132,1842146048
Hubbell Incorporated,HUBB,Industrials,22.736256,481.345,299.425,742569,17503502336
"HubSpot, Inc.",HUBS,Technology,4643.727,881.13,434.84,673304,26640324608
Humana Inc.,HUM,Healthcare,24.45737,406.46,213.31,1734288,29429780480
Huntsman Corporation,HUN,Basic Materials,,25.92,11.9,3459768,2209193216
HUYA Inc.,HUYA,Communication Services,,6.84,2.82,2220080,738783488
"Haverty Furniture Companies, Inc.",HVT,Consumer Cyclical,14.512605,33.04,17.01,158777,280055520
Howmet Aerospace Inc.,HWM,Industrials,42.228577,140.55,62.8,3035822,47994630144
Hexcel Corporation,HXL,Industrials,31.484278,73.58,45.28,1149480,4024293376
"Hyster-Yale, Inc.",HY,Industrials,4.6629357,84.44,34.13,79531,663471808
Haymaker Acquisition Corp. 4,HYAC,Financial Services,28.842106,11.2,10.46,40863,323841696
TCW High Yield Bond ETF,HYBX,,,30.88,28.67,5257,
Western Asset High Yield Defined Opportunity Fund Inc.,HYI,Financial Services,8.8953495,12.44,11.05,63124,260069408
"BlackRock Corporate High Yield Fund, Inc.",HYT,Financial Services,10.505748,10.16,7.84,809875,1411627264
CounterPoint High Yield Trend ETF,HYTR,,10.49652,24.26,20.82,63034,
"MarineMax, Inc.",HZO,Consumer Cyclical,7.65126,38.2,16.85,366434,413499904
Voya Asia Pacific High Dividend Equity Income Fund,IAE,Financial Services,4.9830513,6.99,5.3,40349,64645896
IAMGOLD Corporation,IAG,Basic Materials,5.13,8.38,3.44,13780326,4425009664
International Business Machines Corporation,IBM,Technology,36.5,266.45,162.62,5163272,2.17286E+11
ICICI Bank Limited,IBN,Financial Services,20.928125,34.14,25.13,5219240,1.19256E+11
"Installed Building Products, Inc.",IBP,Consumer Cyclical,16.701097,281.04,151.905,426032,4196304384
"Ibotta, Inc.",IBTA,Technology,17.628906,110.95,31.4,485157,1190624256
"Intercontinental Exchange, Inc.",ICE,Financial Services,32.292885,177.45,124.34,3477995,88679505920
ICL Group Ltd,ICL,Basic Materials,19.734375,6.565,3.79,927067,8149255168
"IDACORP, Inc.",IDA,Utilities,21.171818,120.84,90.64,337072,6290382336
"Voya Infrastructure, Industrials and Materials Fund",IDE,Financial Services,6.808287,11.77,8.75,52211,150655136
IDT Corporation,IDT,Communication Services,15.128571,58.77,33.84,102891,1201658880
IDEX Corporation,IEX,Industrials,24.121235,238.22,153.36,648159,12099519488
International Flavors & Fragrances Inc.,IFF,Basic Materials,76.14736,106.77,65.85,1889967,18499868672
"The India Fund, Inc.",IFN,Financial Services,4.8990536,19.25,13.76,183003,619608192
Intercorp Financial Services Inc.,IFS,Financial Services,10.190789,34.6,21.09,204557,3509693184
Voya Global Advantage and Premium Opportunity Fund,IGA,Financial Services,6.6061974,9.84,8.43,74250,143914608
TCW Corporate Bond ETF,IGCB,,,46.25,44.205,7580,
Voya Global Equity Dividend and Premium Opportunity Fund,IGD,Financial Services,6.6296296,5.77,5.01,231029,423523808
Western Asset Investment Grade Opportunity Trust Inc.,IGI,Financial Services,11.985074,18.3,15.7,12962,96258016
