Company,Ticker,Sector,PE Ratio,Avg Volume,Market Cap,52 Week Range,Cluster
"H&R Block, Inc.",HRB,Consumer Cyclical,16.994383,1681026.0,8097864704.0,1.4922607368650536,0
Herc Holdings Inc.,HRI,Industrials,14.689189,558716.0,3096264960.0,2.2712051517939282,0
Hormel Foods Corporation,HRL,Consumer Defensive,21.89855,3285257.0,16618371072.0,1.3359913011960856,0
"Heritage Insurance Holdings, Inc.",HRTG,Financial Services,9.349105,233460.0,575176384.0,3.192166123778502,4
HSBC Holdings plc,HSBC,Financial Services,8.345161,3033604.0,182785000000.0,1.5697615423642821,2
Himalaya Shipping Ltd.,HSHP,Industrials,9.375,190898.0,209475008.0,2.275058275058275,0
The Hershey Company,HSY,Consumer Defensive,15.193962,1921347.0,33639641088.0,1.5123099978591308,0
"HomeTrust Bancshares, Inc.",HTB,Financial Services,10.390625,43054.0,583557440.0,1.5940310711365495,4
John Hancock Tax-Advantaged Dividend Income Fund,HTD,Financial Services,2.9500136,65329.0,770344000.0,1.2671916010498687,4
"Hercules Capital, Inc.",HTGC,Financial Services,10.621119,1334316.0,2960950784.0,1.4083067092651755,4
Hilltop Holdings Inc.,HTH,Financial Services,16.321838,407132.0,1842146048.0,1.3243344581927259,4
Hubbell Incorporated,HUBB,Industrials,22.736256,742569.0,17503502336.0,1.6075644986223596,0
"HubSpot, Inc.",HUBS,Technology,4643.727,673304.0,26640324608.0,2.0263315242388007,0
Humana Inc.,HUM,Healthcare,24.45737,1734288.0,29429780480.0,1.9054896629318832,0
"Haverty Furniture Companies, Inc.",HVT,Consumer Cyclical,14.512605,158777.0,280055520.0,1.94238683127572,0
Howmet Aerospace Inc.,HWM,Industrials,42.228577,3035822.0,47994630144.0,2.2380573248407645,0
Hexcel Corporation,HXL,Industrials,31.484278,1149480.0,4024293376.0,1.625,0
"Hyster-Yale, Inc.",HY,Industrials,4.6629357,79531.0,663471808.0,2.4740697333723993,0
Haymaker Acquisition Corp. 4,HYAC,Financial Services,28.842106,40863.0,323841696.0,1.0707456978967493,4
Western Asset High Yield Defined Opportunity Fund Inc.,HYI,Financial Services,8.8953495,63124.0,260069408.0,1.1257918552036197,4
"BlackRock Corporate High Yield Fund, Inc.",HYT,Financial Services,10.505748,809875.0,1411627264.0,1.2959183673469388,4
"MarineMax, Inc.",HZO,Consumer Cyclical,7.65126,366434.0,413499904.0,2.2670623145400595,0
Voya Asia Pacific High Dividend Equity Income Fund,IAE,Financial Services,4.9830513,40349.0,64645896.0,1.318867924528302,4
IAMGOLD Corporation,IAG,Basic Materials,5.13,13780326.0,4425009664.0,2.4360465116279073,0
International Business Machines Corporation,IBM,Technology,36.5,5163272.0,217286000000.0,1.638482351494281,2
ICICI Bank Limited,IBN,Financial Services,20.928125,5219240.0,119256000000.0,1.3585356148030243,2
"Installed Building Products, Inc.",IBP,Consumer Cyclical,16.701097,426032.0,4196304384.0,1.850103683223067,0
"Ibotta, Inc.",IBTA,Technology,17.628906,485157.0,1190624256.0,3.53343949044586,0
"Intercontinental Exchange, Inc.",ICE,Financial Services,32.292885,3477995.0,88679505920.0,1.4271352742480294,2
ICL Group Ltd,ICL,Basic Materials,19.734375,927067.0,8149255168.0,1.732189973614776,0
"IDACORP, Inc.",IDA,Utilities,21.171818,337072.0,6290382336.0,1.3331862312444838,0
"Voya Infrastructure, Industrials and Materials Fund",IDE,Financial Services,6.808287,52211.0,150655136.0,1.3451428571428572,4
IDT Corporation,IDT,Communication Services,15.128571,102891.0,1201658880.0,1.7367021276595744,0
IDEX Corporation,IEX,Industrials,24.121235,648159.0,12099519488.0,1.5533385498174228,0
International Flavors & Fragrances Inc.,IFF,Basic Materials,76.14736,1889967.0,18499868672.0,1.6214123006833714,0
"The India Fund, Inc.",IFN,Financial Services,4.8990536,183003.0,619608192.0,1.398982558139535,4
Intercorp Financial Services Inc.,IFS,Financial Services,10.190789,204557.0,3509693184.0,1.6405879563774302,4
Voya Global Advantage and Premium Opportunity Fund,IGA,Financial Services,6.6061974,74250.0,143914608.0,1.1672597864768683,4
Voya Global Equity Dividend and Premium Opportunity Fund,IGD,Financial Services,6.6296296,231029.0,423523808.0,1.1516966067864272,4
Western Asset Investment Grade Opportunity Trust Inc.,IGI,Financial Services,11.985074,12962.0,96258016.0,1.1656050955414015,4
International Game Technology PLC,IGT,Consumer Cyclical,27.824562,1507529.0,3204243200.0,1.7472845763939173,0
iHuman Inc.,IH,Consumer Defensive,7.5736,82198.0,98488608.0,2.163265306122449,0
Voya Emerging Markets High Dividend Equity Fund,IHD,Financial Services,5.551798,82524.0,89344976.0,1.2819383259911894,4
InterContinental Hotels Group PLC,IHG,Consumer Cyclical,25.820782,266724.0,15390755840.0,1.4988533362454954,0
"Morgan Stanley India Investment Fund, Inc.",IIF,Financial Services,3.9897475,43311.0,244323136.0,1.36981981981982,4
"Insteel Industries, Inc.",IIIN,Industrials,25.314655,183826.0,570579584.0,1.5793686082703426,0
Invesco Value Municipal Income Trust,IIM,Financial Services,9.742564,157103.0,536523264.0,1.1952554744525545,4
"Innovative Industrial Properties, Inc.",IIPR,Real Estate,9.271739,390909.0,1450021504.0,3.044674295774648,0
IMAX Corporation,IMAX,Communication Services,46.145832,935281.0,1174483840.0,1.858768406961178,0
Informatica Inc.,INFA,Technology,564.5,3182952.0,5124513792.0,2.1522044728434504,0
Infosys Limited,INFY,Technology,21.763159,12486932.0,70389776384.0,1.493678887484197,2
ING Groep N.V.,ING,Financial Services,8.223214,3264734.0,56145080320.0,1.3777335984095427,4
Ingram Micro Holding Corporation,INGM,Technology,13.271187,410098.0,3677375232.0,1.8028070175438597,0
Ingredion Incorporated,INGR,Consumer Defensive,13.23402,636124.0,8254152192.0,1.3935807781961627,0
"Summit Hotel Properties, Inc.",INN,Real Estate,17.068182,912001.0,418239424.0,2.022408963585434,0
"Infinity Natural Resources, Inc.",INR,Energy,4.080645,509100.0,231305248.0,1.6862170087976538,0
"Inspire Medical Systems, Inc.",INSP,Healthcare,82.30114,506798.0,4310692864.0,2.092682926829268,0
"International Seaways, Inc.",INSW,Energy,3.8997614,881322.0,1607676288.0,2.424264705882353,0
Invitation Homes Inc.,INVH,Real Estate,44.695946,3188800.0,20271106048.0,1.2870275791624104,0
"Innovex International, Inc.",INVX,Energy,5.5772204,411367.0,1071660800.0,1.6060606060606062,0
International Paper Company,IP,Consumer Cyclical,28.490444,9889744.0,23611893760.0,1.8202653799758748,0
"The Interpublic Group of Companies, Inc.",IPG,Communication Services,12.734973,7187324.0,8684584960.0,1.4682363394047089,0
Invesco Quality Municipal Income Trust,IQI,Financial Services,9.191919,181909.0,481242592.0,1.1884875846501128,4
IQVIA Holdings Inc.,IQV,Healthcare,18.554811,1766234.0,24470759424.0,1.859822019563139,0
Ingersoll Rand Inc.,IR,Industrials,33.63835,2894229.0,27931635712.0,1.616064624295077,0
Iron Mountain Incorporated,IRM,Real Estate,132.90164,2219863.0,23813582848.0,1.800635974008019,0
"Independence Realty Trust, Inc.",IRT,Real Estate,109.94118,2093231.0,4430632960.0,1.457760314341847,0
"PGIM High Yield Bond Fund, Inc.",ISD,Financial Services,8.682432,118683.0,427425696.0,1.2258883248730965,4
"Gartner, Inc.",IT,Technology,24.445278,675542.0,30120900608.0,1.5954377817238081,0
Integer Holdings Corporation,ITGR,Healthcare,33.435295,546331.0,3966283776.0,1.3948346516725436,0
ITT Inc.,ITT,Industrials,19.819048,583295.0,10109726720.0,1.5252745172283226,0
Itaú Unibanco Holding S.A.,ITUB,Financial Services,8.828125,27541370.0,56288804864.0,1.425925867245849,5
Illinois Tool Works Inc.,ITW,Industrials,19.279488,1207883.0,66174574592.0,1.3003354141432963,0
Invesco Mortgage Capital Inc.,IVR,Real Estate,10.0,2043670.0,424275808.0,1.7013651877133107,0
InvenTrust Properties Corp.,IVT,Real Estate,141.63158,448739.0,2084456832.0,1.3362887903736542,0
Invesco Ltd.,IVZ,Financial Services,10.478814,5743419.0,5537491968.0,1.685344827586207,4
ORIX Corporation,IX,Financial Services,8.008264,231777.0,22189129728.0,1.4179154929577464,4
Jacobs Solutions Inc.,J,Industrials,31.292349,954119.0,14034964480.0,1.4171138096582885,0
"Janus International Group, Inc.",JBI,Industrials,12.785714,1483347.0,879048448.0,2.56390977443609,0
Jabil Inc.,JBL,Technology,29.23198,1494272.0,13932306432.0,1.823682837767345,0
JBT Marel Corporation,JBTM,Industrials,34.416348,526627.0,4703648256.0,1.6825992255566313,0
Nuveen Core Equity Alpha Fund,JCE,Financial Services,3.860465,32675.0,223552864.0,1.325339728217426,4
Johnson Controls International plc,JCI,Industrials,34.849766,5076162.0,49002119168.0,1.5233160621761659,0
Jefferies Financial Group Inc.,JEF,Financial Services,14.5422535,2041003.0,8518372864.0,2.104887983706721,4
Abrdn Japan Equity Fund Inc,JEQ,Financial Services,4.518116,101088.0,87283768.0,1.284629981024668,4
Nuveen Floating Rate Income Fund,JFR,Financial Services,8.145834,1164011.0,1048317952.0,1.297752808988764,4
Nuveen Global High Income Fund,JGH,Financial Services,6.914912,59770.0,274061184.0,1.2825880114176975,4
Janus Henderson Group plc,JHG,Financial Services,11.49125,1404855.0,4634978304.0,1.651804670912951,4
John Hancock Investors Trust,JHI,Financial Services,5.3754854,22518.0,111404688.0,1.2472006890611542,4
John Hancock Income Securities Trust,JHS,Financial Services,6.6967483,16268.0,127130792.0,1.1177024482109228,4
James Hardie Industries plc,JHX,Basic Materials,21.821783,1536947.0,9473211392.0,2.2094320486815415,0
"J.Jill, Inc.",JILL,Consumer Cyclical,5.591954,117096.0,223055392.0,2.826026443980515,0
Jones Lang LaSalle Incorporated,JLL,Real Estate,17.964571,387393.0,9636688896.0,1.6474417542256738,0
Nuveen Mortgage and Income Fund,JLS,Financial Services,7.2623677,22680.0,97444584.0,1.1458333333333333,4
Nuveen Multi-Market Income Fund,JMM,Financial Services,19.849998,6108.0,56348292.0,1.1390845070422535,4
Johnson & Johnson,JNJ,Healthcare,17.406006,10174726.0,377093000000.0,1.2083451805516066,1
"Juniper Networks, Inc.",JNPR,Technology,39.430233,3978372.0,11335332864.0,1.1906044284859365,0
The St. Joe Company,JOE,Real Estate,31.996061,256675.0,2365863168.0,1.6096043791988057,0
"Japan Smaller Capitalization Fund, Inc.",JOF,Financial Services,6.281278,76755.0,236704240.0,1.2394775036284469,4
Nuveen Preferred & Income Opportunities Fund,JPC,Financial Services,8.647882,1134704.0,2364720128.0,1.2135493372606776,4
Nuveen Preferred Securities & Income Opportunities Fund,JPI,Financial Services,9.296651,41629.0,273961056.0,1.2453488372093025,4
JPMorgan Chase & Co.,JPM,Financial Services,11.175822,11415898.0,633287000000.0,1.5068824604796216,1
Nuveen Credit Strategies Income Fund,JQC,Financial Services,8.391666,1058636.0,685766976.0,1.291304347826087,4
Nuveen Real Asset Income and Growth Fund,JRI,Financial Services,13.17742,130206.0,335991648.0,1.295561850802644,4
Nuveen Real Estate Income Fund,JRS,Financial Services,8.530796,82211.0,216898896.0,1.4771341463414633,4
"Nordstrom, Inc.",JWN,Consumer Cyclical,13.689655,2876822.0,3983537920.0,1.349352051835853,0
Jackson Financial Inc.,JXN,Financial Services,5.972743,984116.0,5055217664.0,1.7808070972627936,4
Kellanova,K,Consumer Defensive,21.194431,2623145.0,28388630528.0,1.487133666904932,0
Kadant Inc.,KAI,Industrials,30.030624,175921.0,3348948480.0,1.7231774277584064,0
"OPENLANE, Inc.",KAR,Consumer Cyclical,40.577778,853059.0,1952194944.0,1.4553108808290156,0
KB Financial Group Inc.,KB,Financial Services,6.4612794,181272.0,21846663168.0,1.5715825786977144,4
"Kayne Anderson BDC, Inc.",KBDC,,7.5531406,159773.0,1111018368.0,1.2914572864321607,0
KB Home,KBH,Consumer Cyclical,6.1919317,1511965.0,3633302016.0,1.834355828220859,0
"KBR, Inc.",KBR,Industrials,17.777777,1741229.0,6434855936.0,1.6541353383458646,0
"Kyndryl Holdings, Inc.",KD,Technology,49.206898,2503481.0,6641086976.0,2.267221211333507,0
Kenon Holdings Ltd.,KEN,Utilities,91.51613,18532.0,1479501184.0,1.6764289088332545,0
Korea Electric Power Corporation,KEP,Utilities,4.6552634,173414.0,11356360704.0,1.4116766467065869,0
Kirby Corporation,KEX,Industrials,18.861507,638529.0,5269231104.0,1.5750536097212295,0
"Keysight Technologies, Inc.",KEYS,Technology,37.27794,1141052.0,22482712576.0,1.5552956899432007,0
Kforce Inc.,KFRC,Industrials,16.11194,143695.0,825217280.0,1.697459035858466,0
Korn Ferry,KFY,Industrials,12.8577585,442803.0,3081194496.0,1.3566621803499328,0
Kinross Gold Corporation,KGC,Basic Materials,19.214287,21978929.0,18204358656.0,2.437697160883281,5
"Kodiak Gas Services, Inc.",KGS,Energy,58.357143,1225477.0,2873706240.0,2.0306019730219447,0
Kimco Realty Corporation,KIM,Real Estate,36.390907,5384873.0,13600172032.0,1.4406023424428331,0
KKR Income Opportunities Fund,KIO,Financial Services,4.6557374,277439.0,472389696.0,1.411599625818522,4
KKR & Co. Inc.,KKR,Financial Services,29.695122,6624091.0,89882574848.0,1.9779454439930353,2
WK Kellogg Co,KLG,Consumer Defensive,22.591463,1033000.0,1596799360.0,1.623533289386948,0
Kimberly-Clark Corporation,KMB,Consumer Defensive,18.577482,2239172.0,46517506048.0,1.2123287671232876,0
"Kinder Morgan, Inc.",KMI,Energy,22.05931,15165922.0,56859594752.0,1.7363485934914507,5
Kemper Corporation,KMPR,Financial Services,11.034624,451634.0,3468771584.0,1.362889677058055,4
Kennametal Inc.,KMT,Industrials,14.950819,1088393.0,1411051904.0,1.8601156069364162,0
"CarMax, Inc.",KMX,Consumer Cyclical,19.371403,2715204.0,9494226944.0,1.476895686655337,0
Knowles Corporation,KN,Technology,54.538464,888301.0,1243439872.0,1.7112387202625103,0
Knife River Corporation,KNF,Basic Materials,24.247889,477262.0,4876638720.0,1.6456978678360805,0
KNOT Offshore Partners LP,KNOP,Energy,30.333334,80532.0,222553776.0,1.8329979879275653,0
"Kinsale Capital Group, Inc.",KNSL,Financial Services,26.632732,191231.0,11036848128.0,1.497472720872932,4
Kinetik Holdings Inc.,KNTK,Energy,39.705883,918280.0,2467341056.0,1.795484727755644,0
Knight-Swift Transportation Holdings Inc.,KNX,Industrials,52.520546,3160649.0,6211118080.0,1.6764786045243936,0
The Coca-Cola Company,KO,Consumer Defensive,29.365852,19163418.0,310890000000.0,1.2382786336235767,1
Eastman Kodak Company,KODK,Industrials,6.5166664,1132670.0,473690240.0,1.9342723004694837,0
"Coca-Cola FEMSA, S.A.B. de C.V.",KOF,Consumer Defensive,17.026737,204449.0,20067127296.0,1.407264722069345,0
Koppers Holdings Inc.,KOP,Basic Materials,9.845528,166393.0,487768992.0,2.3518921270117445,0
Kosmos Energy Ltd.,KOS,Energy,4.5375,10488355.0,867397568.0,4.553956834532374,0
The Kroger Co.,KR,Consumer Defensive,19.482288,7042227.0,47253921792.0,1.4718597063621535,0
Kilroy Realty Corporation,KRC,Real Estate,17.624294,1766545.0,3725275648.0,1.6172885112670854,0
KKR Real Estate Finance Trust Inc.,KREF,Real Estate,46.368423,530231.0,605366848.0,1.5640096618357489,0
Kite Realty Group Trust,KRG,Real Estate,1051.5,2100670.0,4724641792.0,1.5248380129589632,0
Karman Holdings Inc.,KRMN,Industrials,316.75,1300893.0,4186642944.0,1.5416583416583416,0
"Kronos Worldwide, Inc.",KRO,Basic Materials,9.213333,195424.0,794898752.0,2.34248788368336,0
Kohl's Corporation,KSS,Consumer Cyclical,7.107143,11522327.0,775371648.0,4.677152317880795,0
KT Corporation,KT,Communication Services,26.805967,1478480.0,8779673600.0,1.512510088781275,0
"Kontoor Brands, Inc.",KTB,Consumer Cyclical,12.970183,824873.0,3128685312.0,1.9359612807743845,0
DWS Municipal Income Trust,KTF,Financial Services,9.943821,107655.0,346679296.0,1.1680000000000001,4
Kenvue Inc.,KVUE,Consumer Defensive,40.98148,16773421.0,42460610560.0,1.3842671194114318,5
Quaker Chemical Corporation,KWR,Basic Materials,15.162319,166165.0,1744236288.0,2.054321759983318,0
"Kayne Anderson Energy Infrastructure Fund, Inc.",KYN,Financial Services,2.050909,501395.0,1907741184.0,1.4563829787234042,4
Loews Corporation,L,Financial Services,12.909516,815685.0,17405800448.0,1.2634313055365687,4
"Lithia Motors, Inc.",LAD,Consumer Cyclical,9.470027,389326.0,7379418112.0,1.6694650205761317,0
Ladder Capital Corp,LADR,Real Estate,11.616279,601834.0,1269788928.0,1.2892561983471076,0
"Lazard, Inc.",LAZ,Financial Services,12.652985,1284327.0,3048481792.0,1.9124178917735377,4
Liberty Energy Inc.,LBRT,Energy,7.460265,3750626.0,1828715136.0,2.6052631578947367,0
LendingClub Corporation,LC,Financial Services,20.322224,1836608.0,1036896704.0,2.5066844919786093,4
LCI Industries,LCII,Consumer Cyclical,13.535715,447919.0,1912926720.0,1.7892407689116303,0
"Leidos Holdings, Inc.",LDOS,Technology,14.9295,1753891.0,17648656384.0,1.6413201747290083,0
"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",LDP,,6.5665526,80145.0,559483776.0,1.189880304678999,0
Lear Corporation,LEA,Consumer Cyclical,8.670011,796177.0,4163852288.0,1.8779959377115776,0
Lennar Corporation,LEN,Consumer Cyclical,7.4952555,3414696.0,26929655808.0,1.9062070717333874,0
"BNY Mellon Strategic Municipals, Inc.",LEO,Financial Services,4.855932,188236.0,356926848.0,1.1963963963963964,4
Levi Strauss & Co.,LEVI,Consumer Cyclical,16.594446,2719932.0,5904223744.0,2.0,0
"Lument Finance Trust, Inc.",LFT,Real Estate,7.628529,103106.0,135674368.0,1.279279279279279,0
"Lazard Global Total Return and Income Fund, Inc.",LGI,Financial Services,11.940171,77034.0,181790224.0,1.3655430711610488,4
Labcorp Holdings Inc.,LH,Healthcare,23.7599,711480.0,17573543936.0,1.347033390633953,0
"L3Harris Technologies, Inc.",LHX,Industrials,26.974289,1466177.0,39900426240.0,1.3762494173701383,0
Lennox International Inc.,LII,Industrials,23.986233,443104.0,19171766272.0,1.5315396180688015,0
Eli Lilly and Company,LLY,Healthcare,70.22131,3703045.0,736517000000.0,1.436337857596479,1
Lockheed Martin Corporation,LMT,Industrials,20.369177,1783681.0,106646000000.0,1.4776308250572958,2
Lincoln National Corporation,LNC,Financial Services,1.5779468,2161526.0,4958689792.0,1.5445736434108528,4
BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,LND,Consumer Defensive,8.12766,41485.0,380531232.0,1.489971346704871,0
"Cheniere Energy, Inc.",LNG,Energy,15.685785,2403691.0,49664126976.0,1.6836567993203946,0
Lindsay Corporation,LNN,Industrials,17.411806,85622.0,1329991552.0,1.283609407888716,0
Loar Holdings Inc.,LOAR,Industrials,334.95834,488349.0,7520974336.0,2.2783650458069062,0
"Live Oak Bancshares, Inc.",LOB,Financial Services,13.905325,337183.0,1071332096.0,2.2297178130511464,4
Loma Negra Compañía Industrial Argentina Sociedad Anónima,LOMA,Basic Materials,9.581818,399509.0,1267730176.0,2.419298245614035,0
"Lowe's Companies, Inc.",LOW,Consumer Cyclical,17.262684,2704440.0,118070000000.0,1.3906197005668879,2
Dorian LPG Ltd.,LPG,Energy,5.2051277,842668.0,868931328.0,3.10078031212485,0
Louisiana-Pacific Corporation,LPX,Industrials,13.843803,664150.0,5678666240.0,1.7077136900625434,0
"Stride, Inc.",LRN,Consumer Defensive,22.4626,799350.0,5829892608.0,2.570466229391952,0
"LTC Properties, Inc.",LTC,Real Estate,17.333334,359378.0,1622596224.0,1.2583596214511041,0
"Life Time Group Holdings, Inc.",LTH,Consumer Cyclical,38.60811,2415777.0,6220003328.0,2.7260940032414913,0
,LTM,Industrials,9.287926,380660.0,9066569728.0,1.5345854328905177,0
Southwest Airlines Co.,LUV,Industrials,31.388157,12655839.0,13690718208.0,1.5318066157760815,0
Las Vegas Sands Corp.,LVS,Consumer Cyclical,16.589285,6326262.0,22976008192.0,1.8757455268389662,0
"Lamb Weston Holdings, Inc.",LW,Consumer Defensive,19.941175,2842726.0,7175748608.0,1.8686847599164929,0
Luxfer Holdings PLC,LXFR,Industrials,14.0220585,143295.0,254985920.0,1.6673773987206821,0
LXP Industrial Trust,LXP,Real Estate,57.91308,2484965.0,2232665856.0,1.543065693430657,0
LyondellBasell Industries N.V.,LYB,Basic Materials,13.554349,3567580.0,18115997696.0,2.0939150851105457,0
Lloyds Banking Group plc,LYG,Financial Services,11.257575,32564360.0,55740973056.0,1.564,5
"Live Nation Entertainment, Inc.",LYV,Communication Services,44.951645,2694775.0,28465610752.0,1.8171869600276465,0
La-Z-Boy Incorporated,LZB,Consumer Cyclical,12.968592,593429.0,1558181632.0,1.5096875,0
"Macy's, Inc.",M,Consumer Cyclical,5.190821,7100173.0,2993277696.0,2.1209016393442623,0
Mastercard Incorporated,MA,Financial Services,36.54834,3003885.0,461835000000.0,1.357622534160332,1
"Mid-America Apartment Communities, Inc.",MAA,Real Estate,34.404236,949329.0,18533294080.0,1.380963759458383,0
Main Street Capital Corporation,MAIN,Financial Services,8.820171,592750.0,4569395200.0,1.4071111111111112,4
ManpowerGroup Inc.,MAN,Industrials,17.146551,871793.0,1859325056.0,2.010968921389397,0
Masco Corporation,MAS,Industrials,15.87234,2005336.0,12631391232.0,1.5138816134101623,0
"Matson, Inc.",MATX,Industrials,6.697775,389245.0,3063151104.0,1.820550083427526,0
"Pioneer Municipal High Income Advantage Fund, Inc.",MAV,Financial Services,4.6726193,52227.0,187728032.0,1.194225721784777,4
"MediaAlpha, Inc.",MAX,Communication Services,23.838709,570714.0,484894848.0,3.5170532060027284,0
"MasterBrand, Inc.",MBC,Consumer Cyclical,11.395833,1101365.0,1396480000.0,1.9068265682656829,0
Moelis & Company,MC,Financial Services,27.74719,1027537.0,3487546368.0,1.7926038062283736,4
Metropolitan Bank Holding Corp.,MCB,Financial Services,9.232716,107409.0,614574208.0,1.874932614555256,4
McDonald's Corporation,MCD,Consumer Cyclical,26.895521,3854195.0,219055000000.0,1.339958116043198,2
Barings Corporate Investors,MCI,Financial Services,11.965714,50765.0,425052704.0,1.4926079243051449,4
McKesson Corporation,MCK,Healthcare,31.163382,983044.0,85219794944.0,1.568235648766203,2
XAI Madison Equity Premium Income Fund,MCN,Financial Services,21.28,79181.0,112340848.0,1.4728682170542635,4
Moody's Corporation,MCO,Financial Services,36.389874,954627.0,73709510656.0,1.4773781419247325,4
MFS Charter Income Trust,MCR,Financial Services,8.319444,75634.0,250008208.0,1.1813285457809695,4
Mercury General Corporation,MCY,Financial Services,6.169231,675506.0,2887407872.0,1.8266576148449876,4
Medtronic plc,MDT,Healthcare,24.83994,7718045.0,104495000000.0,1.2671142706687732,2
"MDU Resources Group, Inc.",MDU,Industrials,18.573862,1845775.0,3339790080.0,1.541203924408596,0
"Modiv Industrial, Inc.",MDV,Real Estate,61.28,40921.0,152687232.0,1.329662261380323,0
"Mayville Engineering Company, Inc.",MEC,Industrials,9.604838,94747.0,243199808.0,1.9525021204410518,0
"Medifast, Inc.",MED,Consumer Cyclical,61.263683,229998.0,127317080.0,3.137641323514158,0
NYLI CBRE Global Infrastructure Megatrends Term Fund,MEGI,,6.649484,187516.0,671412736.0,1.312280701754386,0
"MetLife, Inc.",MET,Financial Services,11.779461,3912254.0,47665524736.0,1.365588099984665,4
"MFA Financial, Inc.",MFA,Real Estate,10.707316,1439377.0,900160704.0,1.713375796178344,0
Manulife Financial Corporation,MFC,Financial Services,13.901478,2633863.0,48490987520.0,1.4403310104529616,4
"Mizuho Financial Group, Inc.",MFG,Financial Services,9.737143,2619509.0,60428201984.0,1.76231884057971,4
MFS Municipal Income Trust,MFM,Financial Services,4.368509,131549.0,205118368.0,1.1700404858299596,4
"Mistras Group, Inc.",MG,Industrials,14.833332,151052.0,278621600.0,1.6697986577181207,0
Magna International Inc.,MGA,Consumer Cyclical,9.044034,2030014.0,8969033728.0,1.6512010529779533,0
MFS Government Markets Income Trust,MGF,Financial Services,15.278,39465.0,99582616.0,1.1491525423728812,4
MGM Resorts International,MGM,Consumer Cyclical,11.937499,5941732.0,8181036032.0,1.86798418972332,0
Magnolia Oil & Gas Corporation,MGY,Energy,10.35567,2991321.0,3898404352.0,1.5201676270298585,0
"BlackRock MuniHoldings Fund, Inc.",MHD,Financial Services,49.181816,87029.0,564172096.0,1.2,4
Western Asset Municipal High Income Fund Inc.,MHF,Financial Services,8.428572,63465.0,153335104.0,1.2027649769585254,4
"Pioneer Municipal High Income Fund, Inc.",MHI,Financial Services,4.2001934,48773.0,197982784.0,1.1526627218934913,4
"Mohawk Industries, Inc.",MHK,Consumer Cyclical,12.114864,820073.0,6164975616.0,1.7070864505403158,0
"BlackRock MuniHoldings New York Quality Fund, Inc.",MHN,Financial Services,480.00003,73685.0,290319360.0,1.1764705882352942,4
"M/I Homes, Inc.",MHO,Consumer Cyclical,5.225013,305575.0,2757176320.0,1.7579325483935344,0
MFS Intermediate Income Trust,MIN,Financial Services,10.979167,213457.0,299857728.0,1.08984375,4
"Pioneer Municipal High Income Opportunities Fund, Inc.",MIO,,4.745763,34547.0,189115360.0,1.1525114155251142,0
"AG Mortgage Investment Trust, Inc.",MITT,Real Estate,4.9430895,239124.0,180325504.0,1.4454545454545455,0
"BlackRock MuniYield Michigan Quality Fund, Inc.",MIY,Financial Services,68.25,52173.0,316295616.0,1.1202590194264568,4
"McCormick & Company, Incorporated",MKC,Consumer Defensive,25.672411,2412044.0,19959150592.0,1.2894736842105263,0
Markel Group Inc.,MKL,Financial Services,8.6152725,63759.0,21826699264.0,1.4400513586311807,4
"Mueller Industries, Inc.",MLI,Industrials,12.80791,930506.0,7532515840.0,1.853887399463807,0
"Martin Marietta Materials, Inc.",MLM,Basic Materials,14.886491,590277.0,29246916608.0,1.4328091413055777,0
"Miller Industries, Inc.",MLR,Consumer Cyclical,7.200183,134139.0,451324512.0,2.092245989304813,0
"Marsh & McLennan Companies, Inc.",MMC,Financial Services,26.046682,2269865.0,104526000000.0,1.260675071167141,2
NYLI MacKay DefinedTerm Muni Opportunities Fund,MMD,Financial Services,13.950496,80011.0,264603152.0,1.2142857142857142,4
3M Company,MMM,Industrials,17.213205,4314618.0,67490254848.0,1.7247655819084389,2
"Maximus, Inc.",MMS,Industrials,14.357759,693500.0,3770718720.0,1.4735769170456328,0
MFS Multimarket Income Trust,MMT,Financial Services,5.55,105045.0,245539552.0,1.1368909512761023,4
Western Asset Managed Municipals Fund Inc.,MMU,Financial Services,11.021839,138508.0,523739648.0,1.1627906976744184,4
,MNR,Energy,6.9710526,339163.0,1567347072.0,1.7088709677419356,0
MINISO Group Holding Limited,MNSO,Consumer Cyclical,13.72807,1281324.0,4837586944.0,2.215027977617906,0
"Altria Group, Inc.",MO,Consumer Defensive,8.776759,10357804.0,96795918336.0,1.4321751546882435,2
Modine Manufacturing Company,MOD,Consumer Cyclical,23.15488,1519273.0,3615513856.0,2.2663991356690847,0
"Molina Healthcare, Inc.",MOH,Healthcare,14.862457,806929.0,16609078272.0,1.4142650198231168,0
The Mosaic Company,MOS,Basic Materials,48.98182,6007434.0,8546177024.0,1.4440966010733454,0
"Movado Group, Inc.",MOV,Consumer Cyclical,16.537037,211318.0,297863296.0,2.163424124513619,0
BlackRock MuniYield Pennsylvania Quality Fund,MPA,Financial Services,28.587027,35685.0,136970512.0,1.2495126705653021,4
Marathon Petroleum Corporation,MPC,Energy,12.513393,3022160.0,39294963712.0,1.7494352736750653,0
MPLX LP,MPLX,Energy,11.674584,2054908.0,50256367616.0,1.3772590361445782,0
Barings Participation Investors,MPV,Financial Services,10.608025,37883.0,182545936.0,1.1874587458745873,4
Marine Products Corporation,MPX,Consumer Cyclical,16.7026,32559.0,291973984.0,1.664886515353805,0
